@relation all-data-pacman-weka.filters.unsupervised.attribute.Remove-R20-23

@attribute pacmanDirec {West,East,North,South,Stop}
@attribute pacmanXpos numeric
@attribute pacmanYpos numeric
@attribute LivingGhost1 {False,True}
@attribute LivingGhost2 {False,True}
@attribute LivingGhost3 {False,True}
@attribute LivingGhost4 {False,True}
@attribute ghost1XPos numeric
@attribute ghost1YPos numeric
@attribute ghost2XPos numeric
@attribute ghost2YPos numeric
@attribute ghost3XPos numeric
@attribute ghost3YPos numeric
@attribute ghost4XPos numeric
@attribute ghost4YPos numeric
@attribute ghost1Dist numeric
@attribute ghost2Dist numeric
@attribute ghost3Dist numeric
@attribute ghost4Dist numeric
@attribute action {West,East,North,South,Stop}

@data
North,22,14,False,False,True,True,1,1,3,1,24,12,23,14,0,0,4,2,East
North,1,5,True,True,True,True,1,10,2,7,1,9,2,8,5,3,4,3,East
North,2,7,True,True,True,True,2,9,2,10,1,10,3,8,2,3,4,2,East
North,9,11,True,True,True,True,10,6,10,11,20,12,21,8,6,1,12,14,East
North,22,10,False,False,False,True,1,1,3,1,5,1,23,11,0,0,0,1,East
North,22,12,False,False,False,True,1,1,3,1,5,1,23,10,0,0,0,2,East
North,9,6,True,True,True,True,10,13,15,15,15,15,17,13,8,15,15,15,East
North,8,15,True,True,True,True,13,13,16,18,14,15,15,13,7,11,6,8,East
North,13,15,False,True,False,False,2,3,17,18,6,1,7,1,23,7,0,0,East
North,15,18,False,True,False,False,1,1,18,18,5,1,7,1,0,3,0,0,East
North,12,13,True,True,True,True,3,4,5,11,14,9,14,13,18,9,6,3,East
North,1,8,False,True,False,False,1,1,9,13,5,1,7,1,0,13,0,0,East
North,6,12,False,True,False,False,1,1,8,12,5,1,7,1,0,2,0,0,East
North,6,13,False,True,False,False,1,1,7,12,5,1,7,1,0,2,0,0,East
North,1,4,False,False,True,True,1,1,3,1,16,8,24,15,0,0,19,34,East
North,8,7,False,False,True,True,1,1,3,1,16,7,23,14,0,0,8,23,East
North,16,9,False,False,False,True,1,1,3,1,5,1,23,11,0,0,0,9,East
North,1,5,True,True,True,True,1,7,3,8,2,8,5,7,2,5,4,7,East
North,3,6,True,True,True,True,2,7,2,9,2,8,6,5,2,4,3,3,East
North,5,7,True,True,True,False,6,7,5,10,2,6,7,1,1,3,4,0,East
North,1,8,False,True,True,False,1,1,5,6,4,9,7,1,0,6,4,0,East
North,1,9,False,True,True,False,1,1,5,6,4,10,7,1,0,7,4,0,East
North,11,6,True,False,True,True,13,6,3,1,19,11,23,5,2,0,13,12,East
North,16,9,False,False,True,True,1,1,3,1,18,9,23,3,0,0,2,12,East
North,16,10,False,False,True,True,1,1,3,1,17,9,22,3,0,0,2,13,East
